

黑龙江移动,#genre#
山西优购物 4M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226091/index.m3u8
江苏好享购物 4M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225757/index.m3u8
江西风尚购物 4M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225679/index.m3u8
安徽家家购物 4M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226065/index.m3u8
湖南快乐购 4M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226094/index.m3u8
CCTV1 720,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226514/index.m3u8
CCTV2 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225588/index.m3u8
CCTV4 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226007/index.m3u8
CCTV11 720,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/index.m3u8
CCTV15 720,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225601/index.m3u8
CGTN 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225604/index.m3u8
CGTN纪录 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225602/index.m3u8
中国教育1 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225652/index.m3u8
中国教育2 4M576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226425/index.m3u8
中国教育4 4M576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225783/index.m3u8
东南卫视 720,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225620/index.m3u8
东南卫视 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226377/index.m3u8
东方卫视 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226031/index.m3u8
东方卫视 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226336/index.m3u8
云南卫视 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226444/index.m3u8
内蒙古卫视 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225634/index.m3u8
内蒙古卫视 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226389/index.m3u8
北京卫视 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226251/index.m3u8
吉林卫视 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226035/index.m3u8
吉林卫视 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226386/index.m3u8
四川卫视 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226513/index.m3u8
天津卫视 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226395/index.m3u8
宁夏卫视 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225632/index.m3u8
宁夏卫视 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226454/index.m3u8
安徽卫视 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226498/index.m3u8
山东卫视 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226507/index.m3u8
山西卫视 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225624/index.m3u8
山西卫视 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226392/index.m3u8
广东卫视 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226374/index.m3u8
广西卫视 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226380/index.m3u8
新疆卫视 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225635/index.m3u8
新疆卫视 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226460/index.m3u8
江苏卫视 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226495/index.m3u8
江西卫视 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226504/index.m3u8
河北卫视 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225623/index.m3u8
河北卫视 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226448/index.m3u8
河南卫视 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226320/index.m3u8
浙江卫视 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226342/index.m3u8
海南卫视 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225639/index.m3u8
海南卫视 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226445/index.m3u8
深圳卫视 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226510/index.m3u8
湖北卫视 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226501/index.m3u8
湖南卫视 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226430/index.m3u8
甘肃卫视 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225633/index.m3u8
甘肃卫视 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226522/index.m3u8
西藏卫视 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225638/index.m3u8
西藏卫视 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226433/index.m3u8
贵州卫视 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225626/index.m3u8
贵州卫视 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226383/index.m3u8
辽宁卫视 720,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225619/index.m3u8
辽宁卫视 720,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226037/index.m3u8
辽宁卫视 720,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226254/index.m3u8
重庆卫视 720,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225618/index.m3u8
重庆卫视 720,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226463/index.m3u8
陕西卫视 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225625/index.m3u8
陕西卫视 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226457/index.m3u8
青海卫视 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225628/index.m3u8
青海卫视 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226032/index.m3u8
青海卫视 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226323/index.m3u8
吉林延边卫视 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226516/index.m3u8
广东大湾区卫视 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226442/index.m3u8
广东大湾区卫视 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226038/index.m3u8
新疆兵团卫视 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226439/index.m3u8
四川康巴卫视 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225660/index.m3u8
山东教育卫视 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225655/index.m3u8
青海安多卫视 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225659/index.m3u8
上海哈哈炫动 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225657/index.m3u8
北京卡酷少儿 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225654/index.m3u8
江苏优漫卡通 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225656/index.m3u8
湖南金鹰卡通 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225653/index.m3u8

黑龙江卫视 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226421/index.m3u8
黑龙江农业科教 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226492/index.m3u8
黑龙江少儿 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226371/index.m3u8
黑龙江影视 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226365/index.m3u8
黑龙江文体 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226424/index.m3u8
黑龙江新闻法治 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226368/index.m3u8
黑龙江都市 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226427/index.m3u8
哈尔滨娱乐 4M576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225759/index.m3u8
哈尔滨影视 4M576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225760/index.m3u8
哈尔滨生活 4M576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225762/index.m3u8
哈尔滨都市资讯 4M576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225761/index.m3u8
伊春新闻综合 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226416/index.m3u8
双鸭山公共 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226531/index.m3u8
双鸭山新闻综合 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226502/index.m3u8
大兴安岭新闻综合 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226499/index.m3u8
大庆公共 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225767/index.m3u8
大庆公共 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226525/index.m3u8
大庆新闻综合 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225768/index.m3u8
大庆新闻综合 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226484/index.m3u8
鸡西公共 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226481/index.m3u8
鸡西新闻综合 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226410/index.m3u8
鹤岗新闻综合 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226496/index.m3u8
齐齐哈尔新闻综合 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226413/index.m3u8
齐齐哈尔经济法治 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226493/index.m3u8
未知新闻综合 576,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226422/index.m3u8
北京家有购物 720,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225682/index.m3u8


新辽宁移动直播,#genre#
CCTV-1,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227209/index.m3u8
CCTV-2,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227206/index.m3u8
CCTV-3,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227215/index.m3u8
CCTV-4,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227324/index.m3u8
CCTV-5,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227218/index.m3u8
CCTV-5+,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227236/index.m3u8
CCTV-6,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227221/index.m3u8
CCTV-7,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226905/index.m3u8
CCTV-8,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227325/index.m3u8
CCTV-9,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227337/index.m3u8
CCTV-10,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227321/index.m3u8
CCTV-11,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227251/index.m3u8
CCTV-12,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227343/index.m3u8
CCTV-13,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227333/index.m3u8
CCTV-14,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227349/index.m3u8
CCTV-15,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227361/index.m3u8
CCTV-16,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227346/index.m3u8
CCTV-17,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227352/index.m3u8
辽宁卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227242/index.m3u8
辽宁都市,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227355/index.m3u8
辽宁影视剧,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227331/index.m3u8
辽宁体育,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227334/index.m3u8
辽宁生活,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227319/index.m3u8
辽宁教育青少,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227297/index.m3u8
辽宁北方,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227327/index.m3u8
辽宁移动电视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227328/index.m3u8
辽宁公共,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227224/index.m3u8
辽宁经济,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227322/index.m3u8
辽宁宜家购物,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227309/index.m3u8
家有购物,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226985/index.m3u8
央广购物,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227105/index.m3u8
环球聚鲨,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227044/index.m3u8
优购物,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227335/index.m3u8
睛彩竞技,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227417/index.m3u8
睛彩篮球,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227478/index.m3u8
睛彩青少,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227420/index.m3u8
睛彩广场舞,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227423/index.m3u8
北京卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227340/index.m3u8
天津卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227306/index.m3u8
东方卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227212/index.m3u8
重庆卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227227/index.m3u8
浙江卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227313/index.m3u8
江苏卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227303/index.m3u8
安徽卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227233/index.m3u8
湖南卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227316/index.m3u8
吉林卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227310/index.m3u8
山东卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227312/index.m3u8
四川卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227245/index.m3u8
广东卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227318/index.m3u8
黑龙江卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227288/index.m3u8
湖北卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227230/index.m3u8
江西卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226788/index.m3u8
河北卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226774/index.m3u8
河南卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226791/index.m3u8
东南卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226784/index.m3u8
海南卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226801/index.m3u8
云南卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226816/index.m3u8
贵州卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226874/index.m3u8
广西卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226830/index.m3u8
深圳卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227239/index.m3u8
中国教育-1,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226732/index.m3u8
青海卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226889/index.m3u8
山西卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226778/index.m3u8
陕西卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226892/index.m3u8
内蒙古卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226886/index.m3u8
宁夏卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226804/index.m3u8
